value,context,found_in,status
-0.001,"manuscript.md: CI, -0.004 to 0.002; adjusted *P* = .54) and -0.001 for *gpt-5.6-luna* (95% CI, -0.003 to 0.000;",followup_task19_matched_coverage.csv:gap 95% CI low (tol=exact),MATCHED
5.6,"manuscript.md: 002; adjusted *P* = .54) and -0.001 for *gpt-5.6-luna* (95% CI, -0.003 to 0.000; adjusted *P*",IGNORED: VERSION_SLUG,IGNORED
95%,"manuscript.md: ed *P* = .54) and -0.001 for *gpt-5.6-luna* (95% CI, -0.003 to 0.000; adjusted *P* = .27). C",semantic_fair_resolver_curves.csv:n_covered (tol=exact),MATCHED
-0.003,"manuscript.md: .54) and -0.001 for *gpt-5.6-luna* (95% CI, -0.003 to 0.000; adjusted *P* = .27). Coverage fel",primary_contrast.csv:ci_low (tol=display-rounding),MATCHED
0.000,"manuscript.md: -0.001 for *gpt-5.6-luna* (95% CI, -0.003 to 0.000; adjusted *P* = .27). Coverage fell over th",cost_envelope.csv:cached_frac (tol=exact),MATCHED
.27,"manuscript.md: na* (95% CI, -0.003 to 0.000; adjusted *P* = .27). Coverage fell over the same contrasts, fr",semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
0.994,"manuscript.md: Coverage fell over the same contrasts, from 0.994 to 0.540 in *claude-sonnet-5*, from 1.000 to",primary_contrast.csv:coverage_none (tol=exact),MATCHED
0.540,"manuscript.md: fell over the same contrasts, from 0.994 to 0.540 in *claude-sonnet-5*, from 1.000 to 0.623 in",efigure2_recalibration_paired.csv:coverage (tol=exact),MATCHED
5,"manuscript.md: rasts, from 0.994 to 0.540 in *claude-sonnet-5*, from 1.000 to 0.623 in *gemini-3.7-flash*,",IGNORED: VERSION_SLUG,IGNORED
1.000,"manuscript.md: om 0.994 to 0.540 in *claude-sonnet-5*, from 1.000 to 0.623 in *gemini-3.7-flash*, and from 0.9",cost_envelope.csv:price_in (tol=exact),MATCHED
0.623,"manuscript.md: to 0.540 in *claude-sonnet-5*, from 1.000 to 0.623 in *gemini-3.7-flash*, and from 0.994 to 0.6",efigure2_recalibration_paired.csv:coverage (tol=display-rounding),MATCHED
3.7,"manuscript.md: de-sonnet-5*, from 1.000 to 0.623 in *gemini-3.7-flash*, and from 0.994 to 0.613 in *glm-5.3-",IGNORED: VERSION_SLUG,IGNORED
0.994,"manuscript.md: 000 to 0.623 in *gemini-3.7-flash*, and from 0.994 to 0.613 in *glm-5.3-flash*. The two models",primary_contrast.csv:coverage_none (tol=exact),MATCHED
0.613,"manuscript.md: 623 in *gemini-3.7-flash*, and from 0.994 to 0.613 in *glm-5.3-flash*. The two models whose bar",episode_confidence_per_episode.csv:min (tol=display-rounding),MATCHED
5.3,"manuscript.md: -3.7-flash*, and from 0.994 to 0.613 in *glm-5.3-flash*. The two models whose bare rates did",IGNORED: VERSION_SLUG,IGNORED
3,manuscript.md: all rather than by calling `abstain` (Figure 3).** Among error-bearing episodes under advis,IGNORED: SECTION_LABEL,IGNORED
3.7,"manuscript.md: ory control with decoder confidence, *gemini-3.7-flash* declined on 70.0%, 15.7 percentage po",IGNORED: VERSION_SLUG,IGNORED
70.0%,"manuscript.md: r confidence, *gemini-3.7-flash* declined on 70.0%, 15.7 percentage points of them explicit `ab",naturalistic_manifest.json.natural_episodes[70].index (tol=exact),MATCHED
15.7,"manuscript.md: dence, *gemini-3.7-flash* declined on 70.0%, 15.7 percentage points of them explicit `abstain`","primary_abstention_mechanism.csv:declined_by_calling_abstain (tol=exact, as-fraction-of-percent)",MATCHED
54.3,manuscript.md: points of them explicit `abstain` calls and 54.3 parse failures; *glm-5.3-flash* declined on,"primary_abstention_mechanism.csv:declined_by_parse_failure (tol=exact, as-fraction-of-percent)",MATCHED
5.3,"manuscript.md: abstain` calls and 54.3 parse failures; *glm-5.3-flash* declined on 66.4%, split 36.1 and 30.",IGNORED: VERSION_SLUG,IGNORED
66.4%,"manuscript.md: parse failures; *glm-5.3-flash* declined on 66.4%, split 36.1 and 30.3; *claude-sonnet-5* on 6","primary_abstention_mechanism.csv:declined_total (tol=exact, as-fraction-of-percent)",MATCHED
36.1,"manuscript.md: es; *glm-5.3-flash* declined on 66.4%, split 36.1 and 30.3; *claude-sonnet-5* on 64.1%, split","primary_abstention_mechanism.csv:declined_by_calling_abstain (tol=exact, as-fraction-of-percent)",MATCHED
30.3,"manuscript.md: 5.3-flash* declined on 66.4%, split 36.1 and 30.3; *claude-sonnet-5* on 64.1%, split 54.7 and","primary_abstention_mechanism.csv:declined_by_parse_failure (tol=exact, as-fraction-of-percent)",MATCHED
5,"manuscript.md: n 66.4%, split 36.1 and 30.3; *claude-sonnet-5* on 64.1%, split 54.7 and 9.4 percentage poi",IGNORED: VERSION_SLUG,IGNORED
64.1%,"manuscript.md: %, split 36.1 and 30.3; *claude-sonnet-5* on 64.1%, split 54.7 and 9.4 percentage points. *gpt-","primary_abstention_mechanism.csv:declined_total (tol=exact, as-fraction-of-percent)",MATCHED
54.7,"manuscript.md: and 30.3; *claude-sonnet-5* on 64.1%, split 54.7 and 9.4 percentage points. *gpt-5.6-luna* an","primary_abstention_mechanism.csv:declined_by_calling_abstain (tol=exact, as-fraction-of-percent)",MATCHED
9.4,"manuscript.md: ; *claude-sonnet-5* on 64.1%, split 54.7 and 9.4 percentage points. *gpt-5.6-luna* and *deeps","primary_abstention_mechanism.csv:declined_by_parse_failure (tol=exact, as-fraction-of-percent)",MATCHED
5.6,"manuscript.md: , split 54.7 and 9.4 percentage points. *gpt-5.6-luna* and *deepseek-v4-flash* declined on 0.",IGNORED: VERSION_SLUG,IGNORED
4,manuscript.md: entage points. *gpt-5.6-luna* and *deepseek-v4-flash* declined on 0.3% and 0.8%. ### Deter,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.3%,manuscript.md: .6-luna* and *deepseek-v4-flash* declined on 0.3% and 0.8%. ### Deterministic BCI-to-Agent Co,episode_confidence_per_episode.csv:isotonic_episode (tol=exact),MATCHED
0.8%,manuscript.md: and *deepseek-v4-flash* declined on 0.3% and 0.8%. ### Deterministic BCI-to-Agent Control Sur,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.659,manuscript.md: ting only intact decodes yielded coverage of 0.659 and a residual unfaithful-execution rate of,episode_confidence_per_episode.csv:mean (tol=display-rounding),MATCHED
0.000,manuscript.md: and a residual unfaithful-execution rate of 0.000 in all five models. This arm can refuse but,cost_envelope.csv:cached_frac (tol=exact),MATCHED
"13,956","manuscript.md: correction. Three exceptions exist: across 13,956 episode runs whose decode carried no error,",results_digest.json.clean_decode_residue.n_clean_rows (tol=exact),MATCHED
3,"manuscript.md: episode runs whose decode carried no error, 3 produced an unfaithful execution (0.0002). A",cost_envelope.csv:price_in (tol=exact),MATCHED
0.0002,"manuscript.md: o error, 3 produced an unfaithful execution (0.0002). A correctly decoded episode can therefore",smoke.json.B_cells[57].cost_usd (tol=display-rounding),MATCHED
100%,manuscript.md: ce matcher achieved both higher coverage and 100% observed fidelity.** Across 200 naturalistic,followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
200,manuscript.md: overage and 100% observed fidelity.** Across 200 naturalistic episodes the comparator resolve,figure5_naturalistic.csv:n (tol=exact),MATCHED
94.0%,"manuscript.md: aturalistic episodes the comparator resolved 94.0%, was correct in every case, and abstained on",naturalistic_manifest.json.natural_episodes[94].index (tol=exact),MATCHED
"3,000","manuscript.md: , and abstained on the rest. The agent, over 3,000 episode runs on the same commands, executed",followup_dataset_inventory.csv:episode runs (tol=exact),MATCHED
78.1%,"manuscript.md: on the same commands, executed an action in 78.1% and produced 13 unfaithful executions (Figur","episode_confidence_per_episode.csv:mean (tol=display-rounding, as-fraction-of-percent)",MATCHED
13,"manuscript.md: ds, executed an action in 78.1% and produced 13 unfaithful executions (Figure 4). The remai",followup_semantic_fair_cells.csv:n_comparator_episodes_missed (tol=exact),MATCHED
4,manuscript.md: nd produced 13 unfaithful executions (Figure 4). The remaining analyses used the 100-episo,IGNORED: SECTION_LABEL,IGNORED
100,"manuscript.md: (Figure 4). The remaining analyses used the 100-episode exploratory dataset, whose 50:50 str",followup_dataset_inventory.csv:episodes (tol=exact),MATCHED
50,"manuscript.md: d the 100-episode exploratory dataset, whose 50:50 stratification enriches decoding errors,",followup_task13_confirmation.csv:executed (tol=exact),MATCHED
50,"manuscript.md: he 100-episode exploratory dataset, whose 50:50 stratification enriches decoding errors, so",followup_task13_confirmation.csv:executed (tol=exact),MATCHED
12,manuscript.md: ark risks at the observed prevalence. Ten of 12 caution wordings produced no detectable chan,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
0.816,"manuscript.md: ectable change in unfaithful execution, from 0.816 to 0.833 against a no-caution baseline of 0.",secondary_caution_battery.csv:unsafe (tol=display-rounding),MATCHED
0.833,"manuscript.md: hange in unfaithful execution, from 0.816 to 0.833 against a no-caution baseline of 0.837, none",episode_confidence_per_episode.csv:mean (tol=display-rounding),MATCHED
0.837,"manuscript.md: 16 to 0.833 against a no-caution baseline of 0.837, none significant after correction (smallest",episode_confidence_per_episode.csv:mean (tol=display-rounding),MATCHED
.13,manuscript.md: nt after correction (smallest adjusted *P* = .13) (eFigure 3). The two that mattered: wording,followup_task14_repeats.csv:unfaithful of all (tol=exact),MATCHED
3,manuscript.md: ction (smallest adjusted *P* = .13) (eFigure 3). The two that mattered: wording 1 cut it to,IGNORED: SECTION_LABEL,IGNORED
1,"manuscript.md: (eFigure 3). The two that mattered: wording 1 cut it to 0.478 (-0.359; 95% CI, -0.425 to -",cost_envelope.csv:price_in (tol=exact),MATCHED
0.478,"manuscript.md: . The two that mattered: wording 1 cut it to 0.478 (-0.359; 95% CI, -0.425 to -0.287; adjusted",episode_confidence_per_episode.csv:min (tol=display-rounding),MATCHED
-0.359,"manuscript.md: wo that mattered: wording 1 cut it to 0.478 (-0.359; 95% CI, -0.425 to -0.287; adjusted *P* < .0",episode_confidence_per_episode.csv:logsum (tol=display-rounding),MATCHED
95%,"manuscript.md: mattered: wording 1 cut it to 0.478 (-0.359; 95% CI, -0.425 to -0.287; adjusted *P* < .001) b",semantic_fair_resolver_curves.csv:n_covered (tol=exact),MATCHED
-0.425,"manuscript.md: : wording 1 cut it to 0.478 (-0.359; 95% CI, -0.425 to -0.287; adjusted *P* < .001) but raised p",secondary_caution_tests.csv:ci_low (tol=display-rounding),MATCHED
-0.287,"manuscript.md: 1 cut it to 0.478 (-0.359; 95% CI, -0.425 to -0.287; adjusted *P* < .001) but raised parse failu",episode_confidence_per_episode.csv:logsum (tol=display-rounding),MATCHED
.001,"manuscript.md: 59; 95% CI, -0.425 to -0.287; adjusted *P* < .001) but raised parse failure to 0.428 against a",IGNORED: PVALUE_OR_THRESHOLD,IGNORED
0.428,"manuscript.md: sted *P* < .001) but raised parse failure to 0.428 against at most 0.042 elsewhere, whereas wor",secondary_caution_battery.csv:parse_failure (tol=exact),MATCHED
0.042,"manuscript.md: aised parse failure to 0.428 against at most 0.042 elsewhere, whereas wording 10 cut it to 0.78",followup_task20_naturalistic.csv:parse failure (tol=exact),MATCHED
10,"manuscript.md: nst at most 0.042 elsewhere, whereas wording 10 cut it to 0.784 (-0.053; 95% CI, -0.083 to -",cost_envelope.csv:price_out (tol=exact),MATCHED
0.784,"manuscript.md: .042 elsewhere, whereas wording 10 cut it to 0.784 (-0.053; 95% CI, -0.083 to -0.028) at a pars",episode_confidence_per_episode.csv:mean (tol=display-rounding),MATCHED
-0.053,"manuscript.md: sewhere, whereas wording 10 cut it to 0.784 (-0.053; 95% CI, -0.083 to -0.028) at a parse-failur",secondary_caution_tests.csv:risk_difference (tol=display-rounding),MATCHED
95%,"manuscript.md: whereas wording 10 cut it to 0.784 (-0.053; 95% CI, -0.083 to -0.028) at a parse-failure rat",semantic_fair_resolver_curves.csv:n_covered (tol=exact),MATCHED
-0.083,"manuscript.md: wording 10 cut it to 0.784 (-0.053; 95% CI, -0.083 to -0.028) at a parse-failure rate of 0.042.",secondary_tier_sensitivity.csv:tier3_minus_tier1 (tol=display-rounding),MATCHED
-0.028,"manuscript.md: 0 cut it to 0.784 (-0.053; 95% CI, -0.083 to -0.028) at a parse-failure rate of 0.042. A confirm",secondary_caution_tests.csv:ci_high (tol=display-rounding),MATCHED
0.042,manuscript.md: -0.083 to -0.028) at a parse-failure rate of 0.042. A confirmation tool cut wording 1's parse f,followup_task20_naturalistic.csv:parse failure (tol=exact),MATCHED
1,manuscript.md: te of 0.042. A confirmation tool cut wording 1's parse failure to 0.052 and restored fideli,cost_envelope.csv:price_in (tol=exact),MATCHED
0.052,manuscript.md: mation tool cut wording 1's parse failure to 0.052 and restored fidelity to 0.570 against 0.588,followup_task13_confirmation.csv:parse failure (tol=exact),MATCHED
0.570,"manuscript.md: se failure to 0.052 and restored fidelity to 0.570 against 0.588 with no caution, coverage movi",semantic_fair_resolver_curves.csv:threshold (tol=exact),MATCHED
0.588,"manuscript.md: 0.052 and restored fidelity to 0.570 against 0.588 with no caution, coverage moving only from 0",etable6a_consequence_tier_stratification.csv:unsafe (tol=display-rounding),MATCHED
0.582,"manuscript.md: 8 with no caution, coverage moving only from 0.582 to 0.590: it repaired broken output rather t",followup_task13_confirmation.csv:coverage (tol=exact),MATCHED
0.590,"manuscript.md: caution, coverage moving only from 0.582 to 0.590: it repaired broken output rather than impro",followup_task13_confirmation.csv:coverage (tol=exact),MATCHED
0.069,"manuscript.md: on error of the reconstructed confidence was 0.069 to 0.129 across the four studies, the Brier",calibration_reliability.csv:ece (tol=display-rounding),MATCHED
0.129,"manuscript.md: of the reconstructed confidence was 0.069 to 0.129 across the four studies, the Brier score 0.0",calibration_reliability.csv:ece (tol=display-rounding),MATCHED
0.084,"manuscript.md: 129 across the four studies, the Brier score 0.084 to 0.204, and the calibration error under cr",repeated_attempt_replay.csv:p_unresolved_hi (tol=display-rounding),MATCHED
0.204,"manuscript.md: s the four studies, the Brier score 0.084 to 0.204, and the calibration error under cross-study",secondary_scaffold_spread.csv:min (tol=display-rounding),MATCHED
0.048,manuscript.md: alibration error under cross-study transport 0.048 to 0.233 (eFigure 4). Varying the scaffold r,calibration_transport.csv:ece (tol=display-rounding),MATCHED
0.233,manuscript.md: n error under cross-study transport 0.048 to 0.233 (eFigure 4). Varying the scaffold rendering,calibration_transport.csv:ece (tol=display-rounding),MATCHED
4,manuscript.md: ross-study transport 0.048 to 0.233 (eFigure 4). Varying the scaffold rendering changed lit,IGNORED: SECTION_LABEL,IGNORED
0.000,manuscript.md: median spread across the three scaffolds was 0.000 and the maximum 0.143. ### A Fair-Informati,cost_envelope.csv:cached_frac (tol=exact),MATCHED
0.143,manuscript.md: he three scaffolds was 0.000 and the maximum 0.143. ### A Fair-Information Comparison Gave the,stats_digest.json.scaffold.max_spread_across_scaffolds (tol=display-rounding),MATCHED
10,"manuscript.md: chitecture at matched coverage in any of the 10 models: of the 20 (arm, model) cells those t",cost_envelope.csv:price_out (tol=exact),MATCHED
20,"manuscript.md: hed coverage in any of the 10 models: of the 20 (arm, model) cells those two arms contribute",followup_semantic_fair_cells.csv:n_comparator_episodes_missed (tol=exact),MATCHED
12,"manuscript.md: model) cells those two arms contribute, the 12 with an evaluable matched comparison improve",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
8,"manuscript.md: d comparison improved on none, and the other 8 operate above the resolver's coverage ceilin",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
188,manuscript.md: is structural: the lexical resolver admitted 188 of 200 episodes at its 0.940 ceiling with ze,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
200,manuscript.md: ctural: the lexical resolver admitted 188 of 200 episodes at its 0.940 ceiling with zero unfa,figure5_naturalistic.csv:n (tol=exact),MATCHED
0.940,manuscript.md: resolver admitted 188 of 200 episodes at its 0.940 ceiling with zero unfaithful executions (one,IGNORED: DEFINED_THRESHOLD,IGNORED
95%,"manuscript.md: g with zero unfaithful executions (one-sided 95% upper bound 0.0158), so no arm could registe",semantic_fair_resolver_curves.csv:n_covered (tol=exact),MATCHED
0.0158,"manuscript.md: ithful executions (one-sided 95% upper bound 0.0158), so no arm could register a lower risk; the",followup_semantic_fair_cells.csv:risk_upper95_one_sided (tol=display-rounding),MATCHED
0.660,"manuscript.md: act resolver, itself dominated, reached only 0.660 coverage at the same zero risk. Eleven of th",figure5_naturalistic.csv:coverage (tol=exact),MATCHED
12,manuscript.md: overage at the same zero risk. Eleven of the 12 evaluable cells were dominated: nine covered,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
3.8,"manuscript.md: han the resolver at the same zero risk (*qwen3.8-max-0902* advisory 0.755 coverage, *gpt-5.6-",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,"manuscript.md: resolver at the same zero risk (*qwen3.8-max-0902* advisory 0.755 coverage, *gpt-5.6-luna* enf",IGNORED: VERSION_SLUG,IGNORED
